precontext,target_sentence,postcontext,substitutions,replace,replace_proc
I want to see what a magic stone looks like.,"Don’t worry, I’ll be careful not to touch it.","Don’t worry, I’ll be careful not to touch it.","{'worry': 'anguish;be concern;distress;fear;feel concern;fret;fuss;stress;torment;woe', 'careful': 'accurate;alert;apprehensive;assiduous;attentive;cautious;sure;vigilant;wary', 'touch': 'blow;brush;caress;contact;examine;feel;go near;graze;handle;pat;stroke'}","{'worry': 'bother;fret;panic;ask;worrying;fear;forget;care;tell;wonder', 'careful': 'sure;care;cautious;trying;wary;warned;patient;certain;mindful', 'touch': 'touching;eat;scratch;near;use;print;get;hit;move;touched;tap'}","{'worry': 'bother;fret;panic;ask;worrying;fear;forget;care;tell;wonder', 'careful': 'sure;care;cautious;trying;wary;warned;patient;certain;mindful', 'touch': 'touching;eat;scratch;near;use;print;get;hit;move;touched;tap'}"
"I wanted him to tell me more, but he babbled, begging me to forgive him, to understand.",I did not listen.,"I took the capturador, a matte black Tiempo Capturado, from his grip and studied it, not really thinking about it or Malaquez or Tasha.",{'listen': 'attend;bother to hear;care;consent;hear;heed;note;notice;pay attention'},{'listen': 'heed;comply;believe;listened;agree;obey;go;answer;reply'},{'listen': 'heed;comply;believe;listened;agree;obey;go;answer;reply'}
I was at a loss.,I’d never named anyone before.,I thought back to one time when I’d been thinking about raising a family and remembered that I’d always liked the name –,"{'never': ""have n't;not;not ever;not once;seldom;unprecedented"", 'named': 'christen;give a name;give a name to;label;nickname;title', 'anyone': 'a person;anybody;somebody;someone', 'before': 'earlier;ever;past;precede;previously;prior'}","{'never': 'never;Never;rarely;actually;seldom;really', 'named': 'called;Not;Was;:;At;told', 'anyone': 'someone;anything;anybody;one', 'before': 'beforehand;prior;previously;previous;else;pre'}","{'never': 'never;never;rarely;actually;seldom;really', 'named': 'called;not;wa;:;at;told', 'anyone': 'someone;anything;anybody;one', 'before': 'beforehand;prior;previously;previous;else;pre'}"
"I was born here, and I was lucky enough not to get attached to any particular river.","Sure, I miss having a place to settle down, but it’s better than waiting to get dammed.","Sure, I miss having a place to settle down, but it’s better than waiting to get dammed.","{'Sure': 'abiding;assure;certainly;confident;convinced;definitely;doubtless;of course;right;yeah;yes', 'miss': 'crave;fail;lack;letdown;like;long for;mourn', 'place': 'abode;area;dwelling;flat;home;location;spot', 'settle': 'calm;calm down;put root;relax;stay', 'down': 'around;at;bottomwards;downgrade;groundward;in;subjacent;underneath', 'better': 'great;more desirable;more positive;nice', 'waiting': 'anticipate;expect;hope;linger;remain;stand;stay;stop', 'get': 'be;be leave;become;carry on;eventually be;get;turn', 'dammed': 'barricade;block;condemn;curse;enclose;hinder;obstruct'}","{'Sure': 'Yep;Yes;sure;True;Granted;Now;Yeah;Still;Nah;Damn;Certainly', 'miss': 'missed;like;misses;want;love;crave;liked', 'place': 'place;spot;home;way;places;land;boat', 'settle': 'settling;lie;settled;uggle;ettle', 'down': 'downs;roots;stuff;back;things;camp;settle;home', 'better': 'different;best;higher;greater', 'waiting': 'hoping;wait;never;sitting;trying;another;standing;wishing', 'get': 'become;got;grow;Get;get;getting;feel', 'dammed': 'dam;bum;hum;char;hem;rum;whel'}","{'Sure': 'yep;yes;sure;true;granted;now;yeah;still;nah;damn;certainly', 'miss': 'missed;like;miss;want;love;crave;liked', 'place': 'place;spot;home;way;place;land;boat', 'settle': 'settling;lie;settled;uggle;ettle', 'down': 'down;root;stuff;back;thing;camp;settle;home', 'better': 'different;best;higher;greater', 'waiting': 'hoping;wait;never;sitting;trying;another;standing;wishing', 'get': 'become;got;grow;get;get;getting;feel', 'dammed': 'dam;bum;hum;char;hem;rum;whel'}"
"I was content to let myself drift away, and I had almost forgotten the body lying with broken neck on the cathedral’s hard tiles when I felt a warm touch on its cheek.","A girl’s voice, soft and almost recognizable, spoke, “Nathan.",“Nathan.,"{'girl': 'child;female;gal;lady;lass;woman', 'voice': 'call;sound;speech;tune;utterance;vocalization;whisper;word', 'soft': 'gentle;hush;low;plush;quiet;sweet', 'almost': 'about;barely;even;just;just about;kinda;nearly;practically', 'recognizable': 'familiar;identifiable;memorable;not remember;noticeable;unknown', 'spoke': 'exclaim;murmur;say;state;utter'}","{'girl': 'voice;man;girl;woman;friend;girls', 'voice': 'tone;.;whisper;cry;voice;voices;scream;lips', 'soft': 'low;quiet;deep;faint;sweet;booming', 'almost': 'hardly;nearly;scarcely;barely;never;quite;already;seemed', 'recognizable': 'audible;izable;familiar;identifiable;indistinguishable;isable', 'spoke': 'whispered;spoken;speaks;began;saying'}","{'girl': 'voice;man;girl;woman;friend;girl', 'voice': 'tone;.;whisper;cry;voice;voice;scream;lip', 'soft': 'low;quiet;deep;faint;sweet;booming', 'almost': 'hardly;nearly;scarcely;barely;never;quite;already;seemed', 'recognizable': 'audible;izable;familiar;identifiable;indistinguishable;isable', 'spoke': 'whispered;spoken;speaks;began;saying'}"
I was feeling calm and private that night.,"It seemed like tonight’s darkness was small and personal, cupped hands offering a place for two, not the burning, open darkness of a rave.","“Baby, let’s go.","{'seemed': 'appear;feel;look;sense;sound', 'tonight': 'dusk;evening;now;the blanket;the night;the surrounding;this evening;twilight', 'darkness': 'blackness;dusk;inkiness;shadow', 'small': 'compact;intimate;limited;little;miniature;tiny', 'personal': 'exclusive;intimate;private;secluded;secret', 'cupped': 'bow;clasp;closed;clutch;cup;curl;curve;fold;held;shaped', 'hands': 'finger;fist;palm', 'offering': 'furnish;give;lend;make;present;proffer;provide', 'place': 'area;seat;setting;space;spot', 'burning': 'blaze;bright;broil;fiery;hot;stinging', 'open': 'expansive;limitless;sprawl;unconstrained;vast;visible;wide', 'rave': 'club scene;crowd;dance;dance event;party;scene'}","{'seemed': 'seems;looked;felt;seem;appeared', 'tonight': 'night;everyone;everything;evening;anyone;one;today;eve', 'darkness': 'conversation;love;world;sleep', 'small': 'intimate;tiny;short;private;soft;confined', 'personal': 'private;intimate;cozy;sacred;sweet', 'cupped': 'cu;ca;cre;cro;pro;stro;ho;sto;ra;clasp', 'hands': 'hand;fingers;palms', 'offering': 'offered;made;providing;promising;offer;finding;arranging', 'place': 'space;table;meal;spot;seat', 'burning': 'fiery;deep;crushing;spinning;smoking;blazing', 'open': 'opened;gaping;bloody;rising;opening;wide;blind', 'rave': 'bedroom;night;cave;crash;tent;cathedral'}","{'seemed': 'seems;looked;felt;seem;appeared', 'tonight': 'night;everyone;everything;evening;anyone;one;today;eve', 'darkness': 'conversation;love;world;sleep', 'small': 'intimate;tiny;short;private;soft;confined', 'personal': 'private;intimate;cozy;sacred;sweet', 'cupped': 'cu;ca;cre;cro;pro;stro;ho;sto;ra;clasp', 'hands': 'hand;finger;palm', 'offering': 'offered;made;providing;promising;offer;finding;arranging', 'place': 'space;table;meal;spot;seat', 'burning': 'fiery;deep;crushing;spinning;smoking;blazing', 'open': 'opened;gaping;bloody;rising;opening;wide;blind', 'rave': 'bedroom;night;cave;crash;tent;cathedral'}"
I wasn’t sure that I could survive the crush of the crowd.,"A cold thing with countless, writhing tentacles fell against me, thrashing as if in the throes of a drug overdose, tripping me and clutching at my limbs.","A woman who could have been an elf twitched and jerked beside me, fingers trembling at the torn edges of her clothing.","{'cold': 'bloodless;chill;chilly;freezing;frigid;icy;slimy', 'thing': 'be;creature;entity;object', 'countless': 'endless;infinite;innumerable;many;numberless;numerous;several', 'writhing': 'move;slither;squirm;struggling;tremble;twitch;undulate;wriggle', 'tentacles': 'appendage;arm;feeler;limb', 'fell': 'be throw;collapse;crash;drop;land;lean;move;press;stumble;tumble', 'thrashing': 'bump;flail;flounder;move;push;slam;stir;stumble', 'throes': 'attack;clutch;convulsion;effect;grip;middle;midst;mist;struggle;verge', 'drug': 'chemical;illicit substance;intoxicant;med;medication;medicine;paraphilia;pharmaceutical;substance', 'overdose': 'excess;excess consumption;incident;induce;od;over indulgence;overdosage;poisoning;toxicity', 'tripping': 'confuse;daze;falter;fel;hit;kick;rattle;stumble;unbalance;unfoot', 'clutching': 'clasp;clench;grab;grasp;grip;reach;snag', 'limbs': 'appendage;arm;extremity;finger;leg'}","{'cold': 'chill;bloody;man;black;stiff;hideous;fell', 'thing': 'girl;man;boy;p', 'countless': 'claws;wings;teeth;eyes;tentacles;power;legs', 'writhing': 'wr;str;cr;sm;wh;st;un;whose', 'tentacles': 'limbs;arms;hands;legs', 'fell': 'crashed;dropped;fallen;falling;crashing;toppled;fall;rocked;pressed;pressing', 'thrashing': 'thr;tr;spl;str;fr;th;gn;tw', 'throes': 'thro;vib;recess;fo;midst;clut;grip;course;ca;sol', 'drug': 'heroin;meth;MDMA;morphine;drugs;cocaine;pill;heroine;caffeine', 'overdose': 'addiction;withdrawal;addict;binge;war;abuse;deal;attack;seizure', 'tripping': 'tri;flo;scra;trip;cra;tram;clo;bo;stra;cu', 'clutching': 'grabbing;pulling;holding;sucking;scratching;waving;staring', 'limbs': 'ankles;feet;legs;arms;wrist'}","{'cold': 'chill;bloody;man;black;stiff;hideous;fell', 'thing': 'girl;man;boy;p', 'countless': 'claw;wing;teeth;eye;tentacle;power;leg', 'writhing': 'wr;str;cr;sm;wh;st;un;whose', 'tentacles': 'limb;arm;hand;leg', 'fell': 'crashed;dropped;fallen;falling;crashing;toppled;fall;rocked;pressed;pressing', 'thrashing': 'thr;tr;spl;str;fr;th;gn;tw', 'throes': 'thro;vib;recess;fo;midst;clut;grip;course;ca;sol', 'drug': 'heroin;meth;mdma;morphine;drug;cocaine;pill;heroine;caffeine', 'overdose': 'addiction;withdrawal;addict;binge;war;abuse;deal;attack;seizure', 'tripping': 'tri;flo;scra;trip;cra;tram;clo;bo;stra;cu', 'clutching': 'grabbing;pulling;holding;sucking;scratching;waving;staring', 'limbs': 'ankle;foot;leg;arm;wrist'}"
"I watched them through the crush of dancers as they squeezed along the wall, and the feeling came to me that something was very wrong.","Saturday morning, I woke up and saw that she still hadn’t come home.","I called Mitch and our other friends, hoping that she’d crashed at one of their houses, but I had no luck.","{'morning': 'A. M.;early;morn;sunrise', 'woke': 'arise;awake;awaken;get;rise;waken', 'up': 'arise;aware;daze;early;groggy;late;startle', 'saw': 'figure;find;hear;note;notice;observe;realize;see', 'still': 'assuredly;currently;even;just;now;presently;yet', 'hadn': 'do;had not', 'come': 'arrive;be;drive;get;return', 'home': 'around;back;here;there;to our house'}","{'morning': 'night;morning;evening;mornings', 'woke': 'got;wake;get;ked;oke;awoke', 'up': 'Up;early;,;awake;morning;am;em', 'saw': 'realized;see;noticed;seen;spotted;found;saw;realised', 'still': 'still;Still;really;also;probably;yet;sh', 'hadn': 'ha;didn', 'come': 'came;gotten;gone;arrived;returned', 'home': 'back;around;?;aboard;home'}","{'morning': 'night;morning;evening;morning', 'woke': 'got;wake;get;ked;oke;awoke', 'up': 'up;early;,;awake;morning;am;em', 'saw': 'realized;see;noticed;seen;spotted;found;saw;realised', 'still': 'still;still;really;also;probably;yet;sh', 'hadn': 'ha;didn', 'come': 'came;gotten;gone;arrived;returned', 'home': 'back;around;?;aboard;home'}"
I waved goodbye to the hunchback as we left.,"He gave me a half-hearted wave that made me wonder what exactly we were chasing, and whether I should be wearing body armor.","Back on the street, I began to see things that I had never looked for until then.","{'gave': 'allow;motion;offer;send;shoot;throw', 'half-hearted': 'lackluster;lazy;reluctant;slight;tired', 'wave': 'greet;hi;motion;nod;response', 'made': 'cause;have', 'wonder': 'consider;contemplate;curious;debate;ponder;question;think', 'exactly': 'clearly;distinctly;explicitly;expressly;particularly;particulary;precisely;really;specifically', 'chasing': 'after;fetch;follow;go after;look for;pursue;seek', 'wearing': 'don;dress in;have;sport', 'body': 'frame;metal;protective', 'armor': 'gear;protectant;protection;shield'}","{'gave': 'threw;shot;give;handed;gives;given', 'half-hearted': 'half;halfway;light;lame;double', 'wave': 'look;smile;shrug;grin;nod', 'made': 'makes;making', 'wonder': 'ponder;question;rethink;wonders;inquire;reconsider;wondered', 'exactly': 'else;hell;precisely;monsters;species;planet;happened;time;targets', 'chasing': 'following;running;pursuing;discussing;hunting;guarding;seeing', 'wearing': 'wear;sporting;using;earing', 'body': 'full;face;leather', 'armor': 'armour;armor;protection;guards'}","{'gave': 'threw;shot;give;handed;give;given', 'half-hearted': 'half;halfway;light;lame;double', 'wave': 'look;smile;shrug;grin;nod', 'made': 'make;making', 'wonder': 'ponder;question;rethink;wonder;inquire;reconsider;wondered', 'exactly': 'else;hell;precisely;monster;specie;planet;happened;time;target', 'chasing': 'following;running;pursuing;discussing;hunting;guarding;seeing', 'wearing': 'wear;sporting;using;earing', 'body': 'full;face;leather', 'armor': 'armour;armor;protection;guard'}"
"I went on a spree, and it must have been a good one.",I hope the wipe is as successful with my time on Vega IV as my spree was with my time here.,"I dimly remember three bedpartners who were probably human, and one that I hope was delirium.","{'hope': 'anticipate;believe;desire;expect;inspire;long;optimize;pray;predict;trust;wish', 'wipe': 'clean;cleaning;cleansing;erasure;mind wipe;mop;move;removal;smear;swab;swipe;treatment;wash', 'successful': 'accomplish;effective;effectual;efficacious;efficient;flourish;fruitful;meticulous;productive;prosperous;triumphant;unbeaten;victorious;win', 'time': 'affair;era;instance;measurement;moment;occasion;point;sojourn;space;spell;stay;stop;stretch;tour', 'spree': 'adventure;bender;binge;celebration;delirium;extravaganza;fling;party;race;rush;show', 'here': 'at;at this juncture;at this point;at this time;currently;hereabouts;hither;in this place;now;present;presently;spend;this'}","{'hope': 'hopes;pray;told;hoped;v;hoping;sure;wonder;hopeful;think;see', 'wipe': 'reboot;remake;patch;restoration;software;series;game;franchise;technique;saga;system;program;writer', 'successful': 'effective;success;succeeded;succeeding;fruitful;good;similar;failed;succeed;profitable;productive;successfully;memorable;happy', 'time': 'times;work;stint;tenure;treatment;life;stay;term;adventures;lifetime;use;money;friends;reign', 'spree': 'rampage;binge;break;streak;diet;mission;frenzy;hiatus;rant;cruise;ride', 'here': 'elsewhere;overseas;aboard;home;inside;alone;playing;onboard;around;away;without;back'}","{'hope': 'hope;pray;told;hoped;v;hoping;sure;wonder;hopeful;think;see', 'wipe': 'reboot;remake;patch;restoration;software;series;game;franchise;technique;saga;system;program;writer', 'successful': 'effective;success;succeeded;succeeding;fruitful;good;similar;failed;succeed;profitable;productive;successfully;memorable;happy', 'time': 'time;work;stint;tenure;treatment;life;stay;term;adventure;lifetime;use;money;friend;reign', 'spree': 'rampage;binge;break;streak;diet;mission;frenzy;hiatus;rant;cruise;ride', 'here': 'elsewhere;overseas;aboard;home;inside;alone;playing;onboard;around;away;without;back'}"
