target_sentence,postcontext,substitutions,replace,replace_proc
Then I saw the bar on the other side of the crowd and knew where to start looking.,I tried to slip along the edge of the crowd.,"{'Then': 'after;afterwards;again;and;at that moment;at that time;hence;later;next;suddenly;thereafter;thereupon;ultimately', 'saw': 'glimpse;locate;notice;spot;spy;view', 'bar': 'area;bartender station;counter;drinking area;pub;service', 'other': 'alternative;different;distant;far;farther;further;new;opposite;remote', 'side': 'area;assistance;edge;end;half;help;part', 'crowd': 'gathering;group;horde;mass;mob;people;throng', 'knew': 'assume;grasp;notice;perceive;realize;recognize;think;understand', 'start': 'begin;commence;initiate;proceed', 'looking': 'explore;hunting;investigate;scavenge;search'}","{'Then': 'Suddenly;later;Finally;Soon', 'saw': 'seen;spotted;noticed;see;heard;knew', 'bar': 'pub;bartender;club;hotel;car;house', 'other': 'opposite;another;different;others;one;right;back;wrong;next', 'side': 'end;half;corner;edge;part;front;wing', 'crowd': 'mob;group;audience;town;stadium;people;line', 'knew': 'remembered;saw;decided;understood;learned;realized;told;got', 'start': 'begin;try;keep;continue', 'looking': 'searching;asking;aiming;staring;walking'}","{'Then': 'suddenly;later;finally;soon', 'saw': 'seen;spotted;noticed;see;heard;knew', 'bar': 'pub;bartender;club;hotel;car;house', 'other': 'opposite;another;different;others;one;right;back;wrong;next', 'side': 'end;half;corner;edge;part;front;wing', 'crowd': 'mob;group;audience;town;stadium;people;line', 'knew': 'remembered;saw;decided;understood;learned;realized;told;got', 'start': 'begin;try;keep;continue', 'looking': 'searching;asking;aiming;staring;walking'}"
"When my father died, a year after my mother, my sisters and I cleaned out their apartment.",We found our baby shoes protected in stopboxes.,"{'father': 'dad;daddy;pa;padre;papa;pop', 'died': 'cease to exist;deceased;depart;expire;kick the bucket;leave this earth;pass;pass away;perish;subside;succumb', 'year': '@card@ month;few month;long while;short while;time;twelve month;while', 'mother': 'ma;mama;mom;mommy;mum;parent', 'sisters': 'family;kin;sibling', 'cleaned': 'clear;disinfect;empty;tidy', 'apartment': 'abode;condo;dig;dwelling;flat;home;loft;pad;rental;residence;studio'}","{'father': 'dad;parent;grandmother;grandfather;man;sister', 'died': 'passed;killed;dead;lived;came;cried;expired;ended;death;started;drowned', 'year': 'month;week;day;decade;semester;season;minute', 'mother': 'mom;mum;grandfather;grandmother;brother;sister', 'sisters': 'siblings;daughters;girls', 'cleaned': 'cleared;emptied;checked;rented', 'apartment': 'place;room;flat;office;home;studio;bedroom;building;house;residence;dorm'}","{'father': 'dad;parent;grandmother;grandfather;man;sister', 'died': 'passed;killed;dead;lived;came;cried;expired;ended;death;started;drowned', 'year': 'month;week;day;decade;semester;season;minute', 'mother': 'mom;mum;grandfather;grandmother;brother;sister', 'sisters': 'sibling;daughter;girl', 'cleaned': 'cleared;emptied;checked;rented', 'apartment': 'place;room;flat;office;home;studio;bedroom;building;house;residence;dorm'}"
Boston is a strange place at night.,"You wouldn't believe half of the shit I've seen, even when I was straight.","{'strange': 'awkward;crazy;different;eerie;interesting;jarring;odd;unusual;weird', 'place': 'area;city;locality;location;sort;spot;town', 'night': 'dark;dusk;evening;nightfall;nightime;sundown;the evening time;twilight'}","{'strange': 'weird;bizarre;peculiar;mysterious;surprising;confusing;odd;disturbing;strang', 'place': 'thing;town;location;time;city;room;world', 'night': 'midnight;dark;evening;nighttime;dusk;twilight;home;tonight'}","{'strange': 'weird;bizarre;peculiar;mysterious;surprising;confusing;odd;disturbing;strang', 'place': 'thing;town;location;time;city;room;world', 'night': 'midnight;dark;evening;nighttime;dusk;twilight;home;tonight'}"
Then I felt a tug on the back of my shirt and noticed that Amy was following me.,I gathered her under my arm.,"{'Then': 'afterwards;and;hence;next;subsequently;suddenly;thereupon', 'felt': 'detect;note;notice;sense', 'tug': 'jerk;pul;pull;tug;yank', 'back': 'backside;end;rear;reverse;tail', 'shirt': 'blouse;chemise;clothes;clothing;jacket;tee;top', 'noticed': 'detect;note;observe;realize;see;view', 'following': 'behind;chase;lag;pursue;stalk;trail'}","{'Then': 'Suddenly;Soon;later', 'felt': 'sensed;heard;saw;feel', 'tug': 'pull;push;pulling;drag;pulled', 'back': 'rear;bottom;butt;side;top', 'shirt': 'jersey;jacket;top;chest;collar;clothing;clothes', 'noticed': 'noted;realised;observed;discovered;remembered;realized', 'following': 'trailing;behind;watching;pursuing;chasing;tracking'}","{'Then': 'suddenly;soon;later', 'felt': 'sensed;heard;saw;feel', 'tug': 'pull;push;pulling;drag;pulled', 'back': 'rear;bottom;butt;side;top', 'shirt': 'jersey;jacket;top;chest;collar;clothing;clothes', 'noticed': 'noted;realised;observed;discovered;remembered;realized', 'following': 'trailing;behind;watching;pursuing;chasing;tracking'}"
"Six-layer pecan marjolaine with Julias coffee chocolate mousse, cocoa meringue, pecan crust and citrus sorbet",list>,"{'Six': '6;many;multi', 'layer': 'layer section;level;stack;tier', 'pecan': 'nut;pecan flavor;walnut', 'marjolaine': 'cake;dessert;marjoram;tart;treat', 'coffee': 'Java;cafe;cappuccino;coffee bean;cuppa;joe', 'chocolate': 'chocolate flavor;chocolaterie;coco;cocoa', 'mousse': 'cream;dessert;frappe;spume;whip;whip dessert', 'cocoa': 'chocolate;cocoa flavor', 'meringue': 'cream;dessert;fluff;frappe;mousse;whip', 'crust': 'base;bottom;crust layer;foundation;layer;pastry;shell', 'citrus': 'citrus flavor;citrusy;fruit;lemon;orange', 'sorbet': 'dessert;frappe;ice cream;mousse;sherbet'}","{'Six': 'One;To;Double', 'layer': 'pair;slice;place;cover', 'pecan': 'baked;chocolate;coconut', 'marjolaine': 'tart;crumble;caramel;cake;crust', 'coffee': 'espresso;java;cafe;caffeine;cup;café', 'chocolate': 'cocoa;caramel;cake;cream', 'mousse': 'cream;cake;sauce;mixture;syrup;dessert', 'cocoa': 'chocolate;espresso', 'meringue': 'butter;chocolate;powder;jam;filling;cake', 'crust': 'crumble;pie;pastry;slice;bread;loaf;shell', 'citrus': 'orange;lemon;lime;peach;fruit', 'sorbet': 'crumble;pudding;tart;sor;yogurt'}","{'Six': 'one;to;double', 'layer': 'pair;slice;place;cover', 'pecan': 'baked;chocolate;coconut', 'marjolaine': 'tart;crumble;caramel;cake;crust', 'coffee': 'espresso;java;cafe;caffeine;cup;café', 'chocolate': 'cocoa;caramel;cake;cream', 'mousse': 'cream;cake;sauce;mixture;syrup;dessert', 'cocoa': 'chocolate;espresso', 'meringue': 'butter;chocolate;powder;jam;filling;cake', 'crust': 'crumble;pie;pastry;slice;bread;loaf;shell', 'citrus': 'orange;lemon;lime;peach;fruit', 'sorbet': 'crumble;pudding;tart;sor;yogurt'}"
"Sony is paying $27 a share, or $3.55 billion, cash and is assuming $1.4 billion of long-term debt.",Still unresolved is Sony's effort to hire producers Jon Peters and Peter Guber to run the studio.,"{'paying': 'bestow;compensate;confer;furnish;give;owe;purchase;remit;shell out', 'share': 'piece;stock;unit', 'cash': 'in funding;money', 'assuming': 'accept;acquire;imply;predict;take;take on', 'long': 'distance;extended;far', 'term': 'distance;period;time', 'debt': 'deficit;fee;loan;loss;responsibility'}","{'paying': 'calling;charging;giving;making;writing;sending;buying;selling;pumping', 'share': 'stock;year;common', 'cash': 'stock;gas', 'assuming': 'estimating;expecting;accepting;assumption;assigning;absorbing', 'long': 'medium;far;low', 'term': 'time;lasting;form', 'debt': 'bond;credit;borrowing;loan;leverage'}","{'paying': 'calling;charging;giving;making;writing;sending;buying;selling;pumping', 'share': 'stock;year;common', 'cash': 'stock;gas', 'assuming': 'estimating;expecting;accepting;assumption;assigning;absorbing', 'long': 'medium;far;low', 'term': 'time;lasting;form', 'debt': 'bond;credit;borrowing;loan;leverage'}"
"Sony Columbia Acquisition Corp., formed for the Columbia deal, will formally take ownership of the movie studio later this month, a spokesman said.","Sony is paying $27 a share, or $3.55 billion, cash and is assuming $1.4 billion of long-term debt.","{'formed': 'assemble;build;create;make', 'deal': 'action;agreement;aquisition;buyout;contract;lawsuit;merger;plan;transaction', 'formally': 'legally;officially;soon', 'take': 'assume;claim;gain;get;have;receive', 'ownership': 'control;hold;possession;proprietorship', 'movie': 'cinema;film;show;theater', 'studio': 'building;company;facility;lot;production company;set;theater', 'later': 'eventually;late;soon;towards the end of', 'month': 'July;period;term', 'spokesman': 'agent;chairman;employee;person;representative;speaker;spokesperson', 'said': 'agree;announce;imply;note;say;state'}","{'formed': 'created;founded;constituted;organized', 'deal': 'sale;buy;transaction;acquisition;bid;agreement;combination;offer;contract', 'formally': 'officially;formal;effectively', 'take': 'assume;seize;gain;retake;accept;adopt', 'ownership': 'possession;control;owner;oversight', 'movie': 'film;entertainment;comedy;picture', 'studio': 'producer;company;maker;giant;publisher;firm;manufacturer', 'later': 'earlier;sometime;next;soon', 'month': 'week;year;November', 'spokesman': 'spokeswoman;spokesperson;statement;chairman;son;representative;website', 'said': 'Friday;confirmed;told;called;announced;added'}","{'formed': 'created;founded;constituted;organized', 'deal': 'sale;buy;transaction;acquisition;bid;agreement;combination;offer;contract', 'formally': 'officially;formal;effectively', 'take': 'assume;seize;gain;retake;accept;adopt', 'ownership': 'possession;control;owner;oversight', 'movie': 'film;entertainment;comedy;picture', 'studio': 'producer;company;maker;giant;publisher;firm;manufacturer', 'later': 'earlier;sometime;next;soon', 'month': 'week;year;november', 'spokesman': 'spokeswoman;spokesperson;statement;chairman;son;representative;website', 'said': 'friday;confirmed;told;called;announced;added'}"
Still unresolved is Sonys effort to hire producers Jon Peters and Peter Guber to run the studio.,Sony's planned acquisition of Guber/Peters Entertainment Co. for $200 million is scheduled to close Monday.,"{'Still': 'also;constantly;continually;currently;remain;ultimately;yet', 'unresolved': 'a problem;confuse;mysterious;not resolve;pend;unanswered;unchanged;unsettled;unsolved', 'effort': 'attempt;bid;chance;desire;endeavor;want;wish', 'hire': 'acquire;convince;employ;get;pay;recruit', 'producers': 'composer;director;executive;filmmaker;mogul;movie maker', 'run': 'direct;film;manage;operate', 'studio': 'business;company;facility;film;lot;movie;production;show'}","{'Still': 'Currently;But;Further;Yet;However;Apparently;Meanwhile', 'unresolved': 'unanswered;unsolved;unclear;unexplained;stalled;pending;lingering;undecided;contentious', 'effort': 'attempt;endeavor;bid;desire;push;offer;drive', 'hire': 'recruit;employ;appoint;select;use;pay', 'producers': 'filmmakers;produces;creators;directors;productions;producing', 'run': 'manage;lead;head;handle', 'studio': 'producer;company;agency;office;firm;production;factory;project'}","{'Still': 'currently;but;further;yet;however;apparently;meanwhile', 'unresolved': 'unanswered;unsolved;unclear;unexplained;stalled;pending;lingering;undecided;contentious', 'effort': 'attempt;endeavor;bid;desire;push;offer;drive', 'hire': 'recruit;employ;appoint;select;use;pay', 'producers': 'filmmaker;produce;creator;director;production;producing', 'run': 'manage;lead;head;handle', 'studio': 'producer;company;agency;office;firm;production;factory;project'}"
Guber/Peters has been locked in litigation with Warner Communications Inc. in an attempt to get out of an exclusive production contract with Warner.,Both sides are in talks to settle the dispute.,"{'locked': 'deadlock;occupy;stick;tie up', 'litigation': 'a civil suit;a lawsuit;argument;battle;court;fight;lawsuit;suit;testimony;trial', 'attempt': 'chance;desire;effort;need;try;want;way;wish', 'get': 'be release;drop;escape;exit;flee;move;pull;sneak;squirm;weasel;wriggle', 'exclusive': 'elite;lone;only;secured;selective;sole;special', 'production': 'creation;fabrication;film;manufacturing;produce;work', 'contract': 'agreement;deal;pact;plan'}","{'locked': 'stuck;involved;engaged;trapped', 'litigation': 'lawsuit;court;proceedings;dispute;legislation;trial;dialogue;deposition;negotiations;suing', 'attempt': 'effort;aim;endeavor;order;opportunity;event;ability;instance', 'get': 'break;come;squeeze;go;pull;stay;negotiate;move;jump;buy;back', 'exclusive': 'exclusively;extended;original;expired;independent;illegal;overall', 'production': 'producer;producing;broadcast;film;produce;publishing', 'contract': 'deal;pact;agreement;schedule'}","{'locked': 'stuck;involved;engaged;trapped', 'litigation': 'lawsuit;court;proceeding;dispute;legislation;trial;dialogue;deposition;negotiation;suing', 'attempt': 'effort;aim;endeavor;order;opportunity;event;ability;instance', 'get': 'break;come;squeeze;go;pull;stay;negotiate;move;jump;buy;back', 'exclusive': 'exclusively;extended;original;expired;independent;illegal;overall', 'production': 'producer;producing;broadcast;film;produce;publishing', 'contract': 'deal;pact;agreement;schedule'}"
"“Roll up your sleeves, she told me.","“Roll up your sleeves,”","{'sleeves': 'arm;cuff;shirt;shirtsleeve', 'told': 'command;demand;instruct;say to'}","{'sleeves': 'wrists;ears;arms;shoulders', 'told': 'warned;said;informed;taught'}","{'sleeves': 'wrist;ear;arm;shoulder', 'told': 'warned;said;informed;taught'}"
The thing tending the cart reminded me of the caterpillar from Alice in Wonderland: it had the same opium-dream wise man quality I’d always given the caterpillar.,"Its arms were thin and long enough to reach any herbs from its cushion in the center of the cart, and with its long, many-shouldered pole of a torso, it rose over our heads even while seated.","{'thing': 'creature;object', 'tending': 'attend;behind;care for;manage;mind;minister;operate;serve;work', 'cart': 'bench;bin;stand;vehicle;waggon;wagon', 'reminded': 'prompt;recall;recall to', 'caterpillar': 'bug;character;creature;grub;insect;larva;worm', 'same': 'exact;identical;similar', 'opium-dream': 'drug;drug fog;fantastic;glaze;intoxicate;poppy dream;trip out', 'wise': 'ancient;clever;crafty;cunning;discerning;intelligent;keen;know;sage;sharp;smart', 'man': 'chap;fellow;guy;human;individual;male;mortal;person', 'quality': 'attribute;characteristic;endowment;feature;fineness;trait', 'always': 'consistently;constantly;frequently;long since;often', 'given': 'allow;assign;assign to;associate;attribute to'}","{'thing': 'creature;person', 'tending': 'driving;pulling;riding;behind;moving;guarding;near;inside;pushing', 'cart': 'wagon;wheel;buggy;carriage;horse;donkey', 'reminded': 'told;informed;resembled', 'caterpillar': 'butterfly;pillar;insect;cat;rabbit;moth;creature', 'same': 'identical;similar;exact', 'opium-dream': '', 'wise': 'smart;kind;crazy;sage;old;tired;poor;young;good;tough;strong', 'man': 'men;guy;lady;person;gentleman;boy;sir;people', 'quality': 'smell;feeling;character;look;expression;attitude', 'always': 'ever;usually;already;often;forever', 'given': 'gotten;assigned;got;gifted;fed'}","{'thing': 'creature;person', 'tending': 'driving;pulling;riding;behind;moving;guarding;near;inside;pushing', 'cart': 'wagon;wheel;buggy;carriage;horse;donkey', 'reminded': 'told;informed;resembled', 'caterpillar': 'butterfly;pillar;insect;cat;rabbit;moth;creature', 'same': 'identical;similar;exact', 'opium-dream': '', 'wise': 'smart;kind;crazy;sage;old;tired;poor;young;good;tough;strong', 'man': 'men;guy;lady;person;gentleman;boy;sir;people', 'quality': 'smell;feeling;character;look;expression;attitude', 'always': 'ever;usually;already;often;forever', 'given': 'gotten;assigned;got;gifted;fed'}"
