sentence,target,gold,ls_concat
"A Russian accused of being in organized crime was arrested in Italy on Wednesday on an American complaint that he conspired to fix the pairs figure skating and ice dancing competitions at the recent Salt Lake Winter Olympics, which were dominated by the sport's judging scandals. The Russian, Alimzhan Tokhtakhounov, who was arrested by the Italian authorities at his resort home in Forte dei Marmi, appeared to have a singular motivation for rigging the competitions: getting a visa to return to France, where he once lived. The federal prosecutor in Manhattan alleged in a criminal complaint that Tokhtakhounov had conceived and directed a scheme with a second man alleged to be in the Russian mob and a member of the Russian Skating Federation to secure a gold medal for the top Russian pairs skaters and for the top French ice dancers, one of whom is a Russian.",getting,urge;win;irritate;order;beat;attain;buy out;catch;show;snag;try;become infected with;sire;bring around;come by;accomplish;procreate;blow in;build up;satisfy;excite;bend;come;parlay;inspire;receive;predispose;bother;extort;produce;cash in on;grab;touch;come into possession of;burn;come over;arouse;succeed to;rub the wrong way;gratify;nail;compass;persuade;bag;gall;follow;carry;buy into;get sick;talk into;earn;prepare;apprehend;wax;prompt;wangle;generate;take;sicken;inherit;peeve;score;succeed;fit;occupy;go;hear;achieve;collar;annex;lay hold of;grow;irk;realize;influence;stimulate;snap up;come to;impress;reach;upset;affect;provoke;propagate;converge;adjust;net;make a killing;chalk up;stir up;beget;move;comprehend;become;access;entertain;breed;compel;arrange;coax;take in;pull;make it;dress;press;obtain;convince;come to be;learn;snowball;turn;notice;contrive;bias;bug;cop;have an effect on;make up;sway;bring in;wheedle;be afflicted with;effect;advance;secure;gain;fathom;arrest;memorize;accept;fetch;put out;fall victim to;amuse;lock up;figure out;stir;elicit;defeat;make a buy;buy off;turn up;have;glean;pick up;develop into;understand;clear;succumb;vex;rile;aggravate;ready;clean up;seize;rack up;contract;pique;draw near;fix;straighten;show up;evoke;nab;pressure;overcome;nettle;run;annoy;bring;land;exasperate;hustle;know;trap;see;acquire;draw;make;prevail upon;manage desired goal;strike;arrive;reap;beg;extract;produce offspring;be smitten by;catch on to;perceive;work out;come down with;overpower;capture;win over;look at;procure;get hands on;be given;educe;dispose;contact for communication get in;induce argue;mystify;buffalo;nonplus;into;embarrass;bewilder;confound;baffle;stick;disturb;discomfit;stump;confuse;get someones goat;get into ones head;distress;disconcert;puzzle;perturb;perplex;lay ones hands on,finding;buying;obtaining;winning;securing;receiving
"""I have made it a policy of mine never to serve Chilean seabass,"" said Billy Hahn, executive chef at Jake's Famous Crawfish, a Portland, Ore., landmark since 1892. ""I refuse to sell it."" Chilean seabass, also known as Patagonian toothfish, came into vogue in the 1990s in U.S. restaurants and fish markets.",sell,offer;deal in;push;boost;traffic;wholesale;clinch the deal;hawk;persuade;exchange;put up for sale;exchange an object for money;close;bargain;be in business;dump;dispose;plug;move;hustle;barter;soft soap;snow;sweet talk;merchandise;handle;market;drum;contract;soft sell;spiel;puff;advertise;auction;close the deal;peddle;pitch;distribute;retain;trade;vend;retail;put across;stock;unload,sale;serve;market;trade;eat;ship
"With prescription privileges now a reality in one state, some RxP opponents concede that it may be too late. This year four states besides New Mexico -- Georgia, Hawaii, Illinois and Tennessee -- have pending legislation for psychologist prescription privileges. Over the past decade, 14 state legislatures have considered such laws.",privileges,benefit;exemption;appanage;sanction;franchise;freedom;due;concession;allowance;license;grant;charter;permission;chance;advantage;favor;prerogative;immunity;authorization;opportunity;reward;entitlement;boon;authority;event;liberty;power;perquisite;ability;script writing;claim;birthright;right;appurtenance;writing,powers;allowances;advantages;rights;perks;benefits;restrictions;facilities
"The 300-member SSCP is the only group within the APA to have taken a formal stance against prescription privileges. The APA has scheduled 30 minutes at its meeting in August for an RxP debate, but its leadership believes it already has an accurate sense of support for its RxP policy. ""Except for this small vocal minority, we have just not gotten a lot of groundswell against this from members,"" says APA president Philip G. Zimbardo of Stanford University.",debate,talk;discussion;dialectic;cogitation;deliberation;disputation;consideration;altercation;contest;reflection;controverting;meditation;argument;agitation;match;forensic;controversy;tiff;contention;blah-blah;mooting;argumentation;dialogue;polemic;rebutting;refuting;hassle;dispute;words;discussion of issues;wrangle,discussion;referendum;dispute;controversy;conversation
"Both were smart, disciplined, quiet men who thrived on efficiency, perfection and self-reliance. Each had skills the other admired. Tibbets was a decorated, top-gun pilot, but Karnes could wrangle the military rule book as well as Tibbets could fly.",other,alternative;new;unlike;unrelated;man;added;unalike;dissimilar;unequal;separate;distinct;supplementary;opposite;distant;other person;disparate;diverse;more;otherwise;auxiliary;further;farther;other one;different;extra;fresh;each;divergent;another;else;variant;remaining;additional;contrasting;spare,another;one;others;opposite;next
"He earned a doctorate in history from Stanford University and taught Latin American history at Tulane University and Arizona State University. Next week marks the 57th anniversary of the atomic bombings. As always, Karnes' mind will drift to memories of his good friend Tibbets, 87, who lives in Columbus, Ohio.",atomic,tiny;fissionable;thermonuclear;fragmentary;microscopic;atom;granular;atom bomb;minute;atom-powered;diminutive;military;h;nuclear,nuclear;terrorist;explosive;radioactive
"""Except for this small vocal minority, we have just not gotten a lot of groundswell against this from members,"" says APA president Philip G. Zimbardo of Stanford University. With prescription privileges now a reality in one state, some RxP opponents concede that it may be too late. This year four states besides New Mexico -- Georgia, Hawaii, Illinois and Tennessee -- have pending legislation for psychologist prescription privileges.",prescription,prescribe;medication;preparation;remedy;regulation;recipe;decree;instruction;direction;drug order;edict;prescription write;mixture;medical;law;pharmacological;formula;rule;prescript;drug;medicine;ordinance,pharmaceutical;prescribed;medication;prescribing;pharmacy
"“I don’t know …hey, what about the nature spirits, things like that? I mean, where do the dryads fit in a place like this?” “If the tree isn’t around, the dryad isn’t around.",mean,argue;intimate;intend;anticipate;allude;connote;point to;name;augur;indicate;purpose;fit;betoken;suit;be say;presage;herald;spell;speak of;match;direct;expect;portend;involve;ca n't guess;contemplate;symbolize;denote;aspire;attest;express;predestine;stand for;imply;purport;destine;propose;aim;set out;preordain;resolve;fate;suggest;adumbrate;touch on;foretell;have in mind;hint at;designate;promise;tell the meaning of;foreshadow;import;design;allude to;say;desire;wish;plan;want;represent;make;drive at;signify;determine;convey add;up,think;like;say;know;g;um
"He pulled my ear down to his mouth. “You seen enough, man?” he shouted.",enough,reasonably;averagely;proportionately;commensurately;moderately;adequate;plenty;amply;tolerably;a lot;decently;admissibly;satisfactorily;fairly;barely;passably;acceptably;adequately;sufficient;rather;so-so;all you need;sufficiently;abundantly,
"You got the sucker already?” “No, but we got a tip that he might be in your club. Have you seen him?”",got,prevail upon;come into possession of;rile;manage desired goal;reach;evoke;aggravate;secure;figure out;pull;glean;converge;procreate;have;earn;arouse;order;pique;gratify;net;draw;come to be;irk;develop into;blow in;occupy;buy out;compel;perceive;contrive;affect;satisfy;impress;entertain;coax;beget;go;arrest;win;rub the wrong way;get hands on;win over;be afflicted with;burn;succeed;put out;convince;nail;capture;pick up;accept;beat;gather;hear;ready;turn;procure;succeed to;bring;chalk up;comprehend;work out;annoy;come;recieve;fetch;overcome;wheedle;extort;wangle;seize;land;stimulate;fathom;rack up;obtain;touch;know;upset;prepare;influence;show;follow;become infected with;take;overpower;find;sway;amuse;strike;gain;generate;clear;make a buy;fit;talk into;build up;irritate;draw near;cash in on;collar;buy into;acquire;make it;come over;dress;inherit;predispose;attain;exasperate;understand;lock up;turn up;excite;grab;be given;arrive;pressure;learn;breed;produce offspring;stir up;bring in;effect;parlay;educe;stir;make a killing;bend;advance;straighten;prompt;bag;clean up;grow;extract;propagate;wax;urge;run;fall victim to;provoke;look at;bring around;dispose;reap;produce;make;snap up;trap;lay hold of;sire;come to;defeat;come by;cop;move;make up;score;press;bug;catch;come down with;catch on to;persuade;retrieve;get sick;nettle;snowball;bias;bother;carry;buy off;gall;compass;elicit;be smitten by;peeve;access;arrange;sicken;adjust;snag;accomplish;become;memorize;receive;inspire;achieve;apprehend;beg;nab;fix;have an effect on;try;notice;vex;take in;realize;show up;hustle;annex;succumb;contract;see;contact for communication get in;induce argue;mystify;buffalo;nonplus;into;embarrass;bewilder;confound;baffle;stick;disturb;discomfit;stump;confuse;get someones goat;get into ones head;distress;disconcert;puzzle;perturb;perplex;lay ones hands on,sent;said;bought
"The complaint casts the Salt Lake City figure skating scandal in a more serious light than the cronyism and vote-swapping that have tainted the increasingly troubled sport. Over the past four years, four judges have been suspended, including a Ukrainian who was taped by a Canadian judge detailing the order of finish for the ice dancers before the 1998 Winter Games in Nagano, Japan. If convicted of the charges against him -- conspiracy to commit wire fraud and conspiracy to commit bribery, both felonies _ Tokhtakhounov faces maximum prison time of 10 years and a fine of $500,000 or more.",detailing,send;circumstantiate;report;explain;charge;show;delegate;enumerate;appoint;uncover;fly speck;allocate;relate;lay out;portray;describe;list;set forth;designate;spell out;recapitulate;state;elaborate;depict;individualize;say;catalog;produce;detach;quote chapter and verse;commission;communicate;embellish;summarize;assign specific task;reveal;itemize;rehearse;specify;make clear;exhibit;narrate;get down to brass tacks;analyze;stipulate;epitomize;particularize;tell;sweat details;recite;recount;specialize;delineate;spread,outlining;describing;documenting;listing;depicting;discussing;giving;highlighting;regarding
"I heard an automatic window roll down. “Hey,” said a male voice, “do you need some help?” I turned around.",need,desire;feel the pinch;crave;be in want;yen for;be needy;be without;be in need of;lust;hunger;covet;have occasion to;want;be poor;suffer privation;have occasion for;miss;hanker;wish;feel a dearth of;be inadequate;be short;demand;exact;drive for;long;feel the necessity for;claim;do without;require;be hard up;thirst;go hungry;hurt for;pine;necessitate;lack;have use for;be down and out;die for;be deprived;call for;yearn;want something be;deficient,want;use;get
"“I need to file a missing persons report. …Rachel Frieze. Last night, walking on West 2nd street around – maybe eleven or twelve o’clock. What?",Last,meanest;hindmost;lowest;concluding;once and for all;antipodal;remotest;farthest;finishing;definitive;previous;yesterday;ultimate;least;the previous;prior;uttermost;aftermost;crowning;rearmost;far-off;outermost;terminal;final;conclusive;eventual;ulterior;lag;newest;curtains;extreme;furthest;utmost;past;climactic;far;closing;determinative;bitter end;most recent;supreme;swan song;determinate;at the end;former;latest;ending,last;Yesterday;Friday;Sunday;Thursday;Tuesday;Late
"“You know I wouldn’t come to you if I could get this information another way,” said Nepthys apologetically. “Mmm,” she replied. I couldn’t tell what the thoughtful look on her face meant.",replied,riposte;respond;answer;state;retaliate;rejoin;field the question;reciprocate;acknowledge;write back;echo;squelch;be in touch;retort;return;comment;feedback;come back;react;say;top;counter;shoot back;get back to;remark,answered;responded;said;repeated;stated;supplied;concluded
